NAME,SECTOR,SCRIP
Apex Frozen Foods Ltd.,Aquaculture,APEX
Sikko Industries Ltd.,Pesticides &amp; Agrochemicals,SIKKO
Panache Digilife Ltd.,IT - Hardware,PANACHE
Meera Industries Ltd.,Textile - Machinery,540519
Zota Health Care Ltd.,Pharmaceuticals &amp; Drugs,ZOTA
Bhakti Gems &amp; Jewellery Ltd.,Diamond  &amp;  Jewellery,540545
Capacit'e Infraprojects Ltd.,Construction - Real Estate,CAPACITE
Classic Leasing &amp; Finance Ltd.,Finance - NBFC,540481
7NR Retail Ltd.,Trading,540615
Riddhi Corporate Services Ltd.,BPO-ITeS,540590
Kanungo Financiers Ltd.,Finance - Investment,540515
Shri Ram Switchgears Ltd.,Electric Equipment,SRIRAM
Vadivarhe Speciality Chemicals Ltd.,Chemicals,VSCL
GG Engineering Ltd.,Electric Equipment,540614
Poojawestern Metaliks Ltd.,Metal - Non Ferrous,540727
AU Small Finance Bank Ltd.,Bank - Private,AUBANK
Jigar Cables Ltd.,Cable,540651
Sintex Plastics Technology Ltd.,Plastic Products,SPTL
Chothani Foods Ltd.,Consumer Food,540681
Accord Synergy Ltd.,Telecommunication - Service  Provider,ACCORD
Vanta Bioscience Ltd.,Miscellaneous,540729
Astron Paper &amp; Board Mill Ltd.,Paper &amp; Paper Products,ASTRON
ACE Integrated Solutions Ltd.,BPO-ITeS,ACEINTEG
A&amp;M Febcon Ltd.,Engineering - Industrial Equipments,540697
Transwind Infrastructures Ltd.,Engineering - Construction,TRANSWIND
Shrenik Ltd.,Trading,SHRENIK
Univastu India Ltd.,Engineering - Construction,UNIVASTU
Nouritrans Exim Ltd.,Trading,540698
Keerti Knowledge And Skills Ltd.,IT - Education,KEERTI
Shanti Overseas (India) Ltd.,Solvent  Extraction,SHANTI
Sagar Diamonds Ltd.,Diamond  &amp;  Jewellery,540715
Shish Industries Ltd.,Plastic Products,540693
Mehai Technology Ltd.,Electric Equipment,540730
Total Transport Systems Ltd.,Logistics,TOTAL
Diggi Multitrade Ltd.,Trading,540811
We Win Ltd.,BPO-ITeS,WEWIN
Avadh Sugar &amp; Energy Ltd.,Sugar,AVADHSUGAR
Palash Securities Ltd.,Finance - Investment,PALASHSECU
Ganges Securities Ltd.,Finance - Investment,GANGESSECU
Magadh Sugar &amp; Energy Ltd.,Sugar,MAGADSUGAR
AKM Lace And Embrotex Ltd.,Trading,540718
Dhruv Wellness Ltd.,Trading,540695
Servotech Power Systems Ltd.,Electric Equipment,SERVOTECH
Geekay Wires Ltd.,Steel &amp; Iron Products,GEEKAYWIRE
Lexus Granito (India) Ltd.,Ceramics-Marble-Granite-Sanitaryware,LEXUS
Trident Texofab Ltd.,Trading,540726
SMS Lifesciences India Ltd.,Pharmaceuticals &amp; Drugs,SMSLIFE
Shreeji Translogistics Ltd.,Logistics,540738
Share India Securities Ltd.,Finance - Stock Broking,SHAREINDIA
Pashupati Cotspin Ltd.,Textile - Spinning,PASHUPATI
Kaarya Facilities And Services Ltd.,Miscellaneous,540756
Shree Ganesh Remedies Ltd.,Pharmaceuticals &amp; Drugs,540737
Manav Infra Projects Ltd.,Engineering - Construction,MANAV
Penta Gold Ltd.,Diamond  &amp;  Jewellery,PENTAGOLD
MRC EXIM Ltd.,Trading,540809
MAC Hotels Ltd.,Hotel,541973
Ujjivan Small Finance Bank Ltd.,Bank - Private,UJJIVANSFB
Worth Peripherals Ltd.,Paper &amp; Paper Products,WORTH
RM Drip and Sprinklers System Ltd.,Engineering - Industrial Equipments,RMDRIP
KCD Industries India Ltd.,Textile,540696
Shree Tirupati Balajee FIBC Ltd.,Plastic Products,TIRUPATI
Madhya Pradesh Today Media Ltd.,Printing And Publishing,MPTODAY
Lasa Supergenerics Ltd.,Pharmaceuticals &amp; Drugs,LASA
Airo Lam Ltd.,Laminates-Decoratives,AIROLAM
RKEC Projects Ltd.,Engineering - Construction,RKEC
Sheetal Cool Products Ltd.,Consumer Food,540757
Dynamic Cables Ltd.,Cable,540795
Goldstar Power Ltd.,Batteries,GOLDSTAR
Reliable Data Services Ltd.,IT - Software,RELIABLE
Beta Drugs Ltd.,Pharmaceuticals &amp; Drugs,BETA
Apollo Micro Systems Ltd.,Electronics - Components,APOLLO
Omfurn India Ltd.,Household &amp; Personal Products,OMFURN
Nakoda Group Of Industries Ltd.,Consumer Food,NGIL
Sanghvi Brands Ltd.,Miscellaneous,540782
D.P. Abhushan Ltd.,Trading,DPABHUSHAN
Stampede Capital Ltd. - (DVR),Finance - Stock Broking,SCAPDVR
SecUR Credentials Ltd.,Miscellaneous,SECURCRED
Sharika Enterprises Ltd.,Engineering,540786
Lorenzini Apparels Ltd.,Textile,540952
Pulz Electronics Ltd.,Electronics - Components,PULZ
ANI Integrated Services Ltd.,Engineering,AISL
Vertoz Advertising Ltd.,Miscellaneous,VERTOZ
Silver Touch Technologies Ltd.,IT - Hardware,SILVERTUC
Ratnabhumi Developers Ltd.,Construction - Real Estate,540796
Exxaro Tiles Ltd.,Ceramics-Marble-Granite-Sanitaryware,EXXARO
Rithwik Facility Management Services Ltd.,Miscellaneous,540843
Felix Industries Ltd.,Miscellaneous,FELIX
Zodiac Energy Ltd.,Engineering - Industrial Equipments,ZODIAC
Shradha Infraprojects Ltd.,Construction - Real Estate,SHRADHA
ICE Make Refrigeration Ltd.,Electronics - Components,ICEMAKE
Innovana Thinklabs Ltd.,IT - Software,INNOVANA
Jhandewalas Foods Ltd.,Consumer Food,540850
Aspira Pathlab &amp; Diagnostics Ltd.,Hospital &amp; Healthcare Services,540788
Praxis Home Retail Ltd.,Retailing,PRAXIS
Touchwood Entertainment Ltd.,Miscellaneous,TOUCHWOOD
One Point One Solutions Ltd.,BPO-ITeS,ONEPOINT
SMVD Poly Pack Ltd.,Plastic Products,SMVD
Ashoka Metcast Ltd.,Trading,540923
Ajooni Biotech Ltd.,Miscellaneous,AJOONI
Moksh Ornaments Ltd.,Diamond  &amp;  Jewellery,MOKSH
Gautam Gems Ltd.,Diamond  &amp;  Jewellery,540936
Kenvi Jewels Ltd.,Diamond  &amp;  Jewellery,540953
LEX Nimble Solutions Ltd.,IT - Software,541196
Vitesse Agro Ltd.,Trading,540823
Brand Concepts Ltd.,Trading,BCONCEPTS
Silly Monks Entertainment Ltd.,Film Production,SILLYMONKS
SKS Textiles Ltd.,Textile,SKSTEXTILE
Tembo Global Industries Ltd.,Trading,TEMBO
Angel Fibers Ltd.,Textile,541006
Milestone Furniture Ltd.,Household &amp; Personal Products,541337
Solex Energy Ltd.,Electric Equipment,SOLEX
Sadhna Broadcast Ltd.,TV Broadcasting &amp; Software Production,540821
Taylormade Renewables Ltd.,Electric Equipment,541228
Shree Ram Proteins Ltd.,Solvent  Extraction,SRPL
VASA Retail And Overseas Ltd.,Printing &amp; Stationery,VASA
A And M Jumbo Bags Ltd.,Plastic Products,AMJUMBO
Active Clothing Co Ltd.,Textile,541144
Bhatia Communications &amp; Retail (India) Ltd.,Trading,540956
Ridings Consulting Engineers India Ltd.,Engineering - Construction,541151
Banka Bioloo Ltd.,Engineering - Construction,BANKA
South West Pinnacle Exploration Ltd.,Engineering,SOUTHWEST
Benara Bearings And Pistons Ltd.,Bearings,541178
Orient Electric Ltd.,Consumer Durables - Domestic Appliances,ORIENTELEC
Goyal Aluminiums Ltd.,Trading,541152
Inflame Appliances Ltd.,Household &amp; Personal Products,541083
Arvee Laboratories (India) Ltd.,Chemicals,ARVEE
Deccan Health Care Ltd.,Pharmaceuticals &amp; Drugs,542248
AKI India Ltd.,Leather,542020
Fine Organic Industries Ltd.,Chemicals,FINEORG
Gayatri Highways Ltd.,Engineering - Construction,GAYAHWS
East India Securities Ltd.,Finance - Stock Broking,541053
Shiva Mills Ltd.,Textile,SHIVAMILLS
Dhruv Consultancy Services Ltd.,Engineering,DHRUV
Arihant Institute Ltd.,Educational Institutions,541401
Uniinfo Telecom Services Ltd.,Telecommunication - Equipment,UNIINFO
Sarveshwar Foods Ltd.,Consumer Food,SARVESHWAR
Dr Lalchandani Labs Ltd.,Hospital &amp; Healthcare Services,541299
Orissa Bengal Carrier Ltd.,Logistics,541206
UH Zaveri Ltd.,Diamond  &amp;  Jewellery,541338
Indo US Bio-Tech Ltd.,Trading,541304
Tara Chand Logistic Solutions Ltd.,Logistics,TARACHAND
Suumaya Industries Ltd.,Textile,SUULD
Kapston Facilities Management Ltd.,Miscellaneous,KAPSTON
Power &amp; Instrumentation (Gujarat) Ltd.,Engineering - Construction,PIGL
Vera Synthetic Ltd.,Textile,VERA
Giriraj Civil Developers Ltd.,Engineering - Construction,GIRIRAJ
Bombay Super Hybrid Seeds Ltd.,Agriculture,BSHSL
AVG Logistics Ltd.,Logistics,AVG
Mahickra Chemicals Ltd.,Chemicals,MAHICKRA
Supreme Engineering Ltd.,Steel &amp; Iron Products,SUPREMEENG
SS Infrastructure Development Consultants Ltd.,Engineering - Construction,SSINFRA
Aakash Exploration Services Ltd.,Oil Exploration,AAKASH
Narmada Agrobase Ltd.,Agriculture,NARMADA
Uravi T And Wedge Lamps Ltd.,Auto Ancillary,URAVI
Debock Industries Ltd.,Engineering,DIL
Priti International Ltd.,Miscellaneous,PRITI
Marvel Decor Ltd.,Ceramics-Marble-Granite-Sanitaryware,MDL
Godha Cabcon &amp; Insulation Ltd.,Engineering - Industrial Equipments,GODHA
Hardwyn India Ltd.,Aluminium &amp; Aluminium Products,541276
Continental Seeds and Chemicals Ltd.,Agriculture,CONTI
Mittal Life Style Ltd.,Trading,MITTAL
SIRCA Paints India Ltd.,Trading,SIRCA
Accuracy Shipping Ltd.,Logistics,ACCURACY
Shree Vasu Logistics Ltd.,Logistics,SVLL
Latteys Industries Ltd.,Compressors - Pumps,LATTEYS
E2E Networks Ltd.,IT - Hardware,E2E
Powerful Technologies Ltd.,Consumer Durables - Electronics,POWERFUL
Sonam Clock Ltd.,Consumer Durables - Domestic Appliances,SONAMCLOCK
Sun Retail Ltd.,Trading,542025
Rajshree Polypack Ltd.,Plastic Products,RPPL
Shree Oswal Seeds and Chemicals Ltd.,Agriculture,OSWALSEEDS
Akshar Spintex Ltd.,Textile,541303
Innovators Facade Systems Ltd.,Engineering,541353
SoftTech Engineers Ltd.,IT - Software,SOFTTECH
Affordable Robotic &amp; Automation Ltd.,Engineering,541402
Rudrabhishek Enterprises Ltd.,Engineering - Construction,REPL
Bright Solar Ltd.,Compressors - Pumps,BRIGHT
WAA Solar Ltd.,Power Generation-Distribution,541445
Avro India Ltd.,Plastic Products,AVROIND
PALM Jewels Ltd.,Trading,541444
Chemfab Alkalis Ltd.,Chemicals,CHEMFAB
Megastar Foods Ltd.,Consumer Food,541352
REX Pipes and Cables Industries Ltd.,Plastic Products,REXPIPES
Laxmi Goldorna House Ltd.,Diamond  &amp;  Jewellery,LGHL
Jakharia Fabric Ltd.,Miscellaneous,JAKHARIA
Adani Green Energy Ltd.,Power Generation-Distribution,ADANIGREEN
Ganga Forging Ltd.,Forgings,GANGAFORGE
RAW Edge Industrial Solutions Ltd.,Mining &amp; Minerals,541634
Ambani Organics Ltd.,Chemicals,AMBANIORG
Rajnish Wellness Ltd.,Trading,541601
Parin Furniture Ltd.,Household &amp; Personal Products,PARIN
Parvati Sweetners and Power Ltd.,Sugar,541347
Mindpool Technologies Ltd.,IT - Software,MINDPOOL
Shree Worstex Ltd.,Finance - NBFC,541358
AKG Exim Ltd.,Trading,AKG
Kritika Wires Ltd.,Steel &amp; Iron Products,KRITIKA
Sumit Woods Ltd.,Construction - Real Estate,SUMIT
Supershakti Metaliks Ltd.,Steel &amp; Iron Products,541701
Ultra Wiring Connectivity Systems Ltd.,Electronics - Components,UWCSL
Manorama Industries Ltd.,Solvent  Extraction,541974
Synergy Green Industries Ltd.,Castings-Forgings,SGIL
Ganesh Films India Ltd.,Film Production,541703
Deep Polymers Ltd.,Chemicals,541778
Ahlada Engineers Ltd.,Engineering,AHLADA
Innovative Ideals And Services (India) Ltd.,Trading,541983
Dangee Dums Ltd.,Consumer Food,DANGEE
Solara Active Pharma Sciences Ltd.,Pharmaceuticals &amp; Drugs,SOLARA
Kshitij Polyline Ltd.,Plastic Products,KSHITIJPOL
Rajnandini Metal Ltd.,Trading,RAJMET
Indiamart Intermesh Ltd.,e-Commerce,INDIAMART
Nila Spaces Ltd.,Construction - Real Estate,NILASPACES
Aaron Industries Ltd.,Engineering,AARON
Add-Shop E-Retail Ltd.,Trading,541865
Lagnam Spintex Ltd.,Textile,LAGNAM
Marshall Machines Ltd.,Engineering - Industrial Equipments,MARSHALL
Ashnisha Industries Ltd.,Trading,541702
AB Infrabuild Ltd.,Engineering - Construction,ABINFRA
Ranjeet Mechatronics Ltd.,Trading,541945
SM Gold Ltd.,Diamond  &amp;  Jewellery,542034
BCPL Railway Infrastructure Ltd.,Engineering - Industrial Equipments,542057
SILGO Retail Ltd.,Retailing,SILGO
Vivid Mercantile Ltd.,Construction - Real Estate,542046
Marine Electricals (India) Ltd.,Engineering - Industrial Equipments,MARINE
Vivanta Industries Ltd.,Miscellaneous,541735
Mahesh Developers Ltd.,Construction - Real Estate,542677
Spectrum Electrical Industries Ltd.,Electric Equipment,SPECTRUM
Sky Gold Ltd.,Diamond  &amp;  Jewellery,541967
Iris Clothings Ltd.,Textile,IRISDOREME
Amin Tannery Ltd.,Leather,541771
Diksha Greens Ltd.,Trading,542155
Shubham Polyspin Ltd.,Textile,542019
Xelpmoc Design And Tech Ltd.,IT - Software,XELPMOC
Vinny Overseas Ltd.,Textile,VINNY
B&amp;B Triplewall Containers Ltd.,Paper &amp; Paper Products,BBTCL
Aartech Solonics Ltd.,Electric Equipment,542580
Anmol India Ltd.,Trading,ANMOL
KHFM Hospitality and Facility Management Services Ltd.,Miscellaneous,KHFM
DRS Dilip Roadlines Ltd.,Logistics,DRSDILIP
Space Incubatrics Technologies Ltd.,IT - Software,541890
Artemis Electricals And Projects Ltd.,Electric Equipment,542670
Wonder Fibromats Ltd.,Consumer Durables - Electronics,WFL
Shiv Aum Steels Ltd.,Trading,SHIVAUM
Shankar Lal Rampal Dye-Chem Ltd.,Trading,542232
KPI Global Infrastructure Ltd.,Engineering - Industrial Equipments,KPIGLOBAL
Surani Steel Tubes Ltd.,Steel &amp; Iron Products,SURANI
Roni Households Ltd.,Trading,542145
Shubhlaxmi Jewel Art Ltd.,Trading,SHUBHLAXMI
Salasar Exteriors &amp; Contour Ltd.,Engineering - Construction,SECL
Janus Corporation Ltd.,Engineering - Construction,542924
Dalmia Bharat Ltd.,Cement &amp; Construction Materials,DALBHARAT
Jonjua Overseas Ltd.,IT - Software,542446
Northern Spirits Ltd.,Trading,542628
Axita Cotton Ltd.,Textile,542285
The Anup Engineering Ltd.,Engineering - Industrial Equipments,ANUP
Arvind Fashions Ltd.,Retailing,ARVINDFASN
RPSG Ventures Ltd.,IT - Software,RPSGVENT
Hi-Tech Winding Systems Ltd.,Paper &amp; Paper Products,541627
Trejhara Solutions Ltd.,IT - Software,TREJHARA
Kranti Industries Ltd.,Auto Ancillary,542459
Kuberan Global Edu Solutions Ltd.,Educational Institutions,543289
Humming Bird Education Ltd.,Educational Institutions,542592
KPIT Technologies Ltd.,IT - Software,KPITTECH
Ashapuri Gold Ornament Ltd.,Trading,542579
OSIA Hyper Retail Ltd.,Retailing,OSIAHYPER
Roopshri Resorts Ltd.,Hotel,542599
Anand Rayons Ltd.,Trading,542721
GKP Printing &amp; Packaging Ltd.,Packaging,542666
Jinaams Dress Ltd.,Textile,542653
Cian Healthcare Ltd.,Pharmaceuticals &amp; Drugs,542678
SK International Export Ltd.,Textile,542728
VR Films &amp; Studios Ltd.,Film Production,542654
Ambassador Intra Holdings Ltd.,Trading,542524
Evans Electric Ltd.,Miscellaneous,542668
Gensol Engineering Ltd.,Engineering - Construction,542851
Chandni Machines Ltd.,Retailing,542627
Cox &amp; Kings Financial Service Ltd.,Finance - NBFC,CKFSL
Earum Pharmaceuticals Ltd.,Trading,542724
Parshva Enterprises Ltd.,Trading,542694
City Pulse Multiplex Ltd.,Film Production,542727
Sterling and Wilson Renewable Energy Ltd.,Engineering - Construction,SWSOLAR
SBC Exports Ltd.,Textile,SBC
Prakash Pipes Ltd.,Plastic Products,PPL
Digicontent Ltd.,Printing &amp; Stationery,DGCONTENT
Party Cruisers Ltd.,Miscellaneous,PARTYCRUS
Vaxtex Cotfab Ltd.,Trading,VCL
Gian Life Care Ltd.,Hospital &amp; Healthcare Services,542918
DCM Nouvelle Ltd.,Textile,DCMNVL
Goblin India Ltd.,Trading,542850
Galactico Corporate Services Ltd.,Finance - Investment,542802
Sona Hi Sona Jewellers (Gujarat) Ltd.,Diamond  &amp;  Jewellery,SONAHISONA
Novateor Research Laboratories Ltd.,Household &amp; Personal Products,542771
Ascom Leasing &amp; Investments Ltd.,Finance - NBFC,ASCOM
Greenpanel Industries Ltd.,Wood &amp; Wood Products,GREENPANEL
Misquita Engineering Ltd.,Engineering - Industrial Equipments,542801
Chemcon Speciality Chemicals Ltd.,Chemicals,CHEMCON
CSB Bank Ltd.,Bank - Private,CSBBANK
Seacoast Shipping Services Ltd.,Trading,542753
Transpact Enterprises Ltd.,Trading,542765
Alphalogic Techsys Ltd.,BPO-ITeS,542770
DC Infotech and Communication Ltd.,IT - Hardware,DCI
Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM
Somany Home Innovation Ltd.,Consumer Durables - Domestic Appliances,SHIL
Suyog Gurbaxani Funicular Ropeways Ltd.,Engineering - Construction,543391
Anuroop Packaging Ltd.,Packaging,542865
APM Finvest Ltd.,Finance - Investment,542774
Hindprakash Industries Ltd.,Dyes &amp; Pigments,HPIL
Indigo Paints Ltd.,Paints,INDIGOPNTS
Hemisphere Properties India Ltd.,Construction - Real Estate,HEMIPROP
Bonlon Industries Ltd.,Metal - Non Ferrous,543211
Mangalam Global Enterprise Ltd.,Agriculture,MGEL
Ellora Trading Ltd.,Trading,542803
Burger King India Ltd.,Hotel,BURGERKING
Sigma Solve Ltd.,BPO-ITeS,SIGMA
Times Green Energy (India) Ltd.,Trading,543310
ICL Organic Dairy Products Ltd.,Consumer Food,542935
Easy Trip Planners Ltd.,Travel Services,EASEMYTRIP
Valencia Nutrition Ltd.,Consumer Food,542910
Hitachi Energy India Ltd.,Electric Equipment,POWERINDIA
Assam Entrade Ltd.,Finance - Investment,542911
Likhitha Infrastructure Ltd.,Engineering - Construction,LIKHITHA
Tranway Technologies Ltd.,IT - Software,542923
Atal Realtech Ltd.,Construction - Real Estate,ATALREAL
Birla Tyres Ltd.,Tyres &amp; Allied,BIRLATYRE
Suratwwala Business Group Ltd.,Construction - Real Estate,543218
Suven Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,SUVENPHAR
Cospower Engineering Ltd.,Electric Equipment,543172
DJ Mediaprint &amp; Logistics Ltd.,Printing And Publishing,543193
Octavius Plantations Ltd.,Tea-Coffee,542938
Nirmitee Robotics India Ltd.,Miscellaneous,543194
NDR Auto Components Ltd.,Auto Ancillary,NDRAUTO
Natural Biocon (India) Ltd.,Trading,543207
Advait Infratech Ltd.,Engineering - Industrial Equipments,543230
Billwin Industries Ltd.,Textile - Machinery,543209
KSolves India Ltd.,IT - Software,KSOLVES
Atam Valves Ltd.,Engineering - Industrial Equipments,543236
Shine Fashion (India) Ltd.,Trading,543244
Aarti Surfactants Ltd.,Household &amp; Personal Products,AARTISURF
Max India Ltd.,Finance - Investment,MAXIND
Borosil Ltd.,Consumer Durables - Domestic Appliances,BOROLTD
Trekkingtoes.com Ltd.,Travel Services,543222
Veer Global Infraconstruction Ltd.,Construction - Real Estate,543241
Secmark Consultancy Ltd.,BPO-ITeS,543234
Fairchem Organics Ltd.,Chemicals,FAIRCHEMOR
PlatinumOne Business Services Ltd.,BPO-ITeS,543352
GM Polyplast Ltd.,Plastic Products,543239
AAA Technologies Ltd.,BPO-ITeS,AAATECH
Rajeshwari Cans Ltd.,Packaging,543285
Navoday Enterprises Ltd.,Miscellaneous,543305
Adishakti Loha and Ispat Ltd.,Trading,543377
Sigachi Industries Ltd.,Chemicals,SIGACHI
AA Plus Tradelink Ltd.,Trading,543319
Archidply Decor Ltd.,Wood &amp; Wood Products,ADL
Bodhi Tree Multimedia Ltd.,TV Broadcasting &amp; Software Production,BTML
Ravinder Heights Ltd.,Construction - Real Estate,RVHL
Knowledge Marine &amp; Engineering Works Ltd.,Ship Building,543273
MRP Agro Ltd.,Trading,543262
Net Pix Shorts Digital Media Ltd.,Film Production,543247
Nureca Ltd.,Trading,NURECA
TARC Ltd.,Construction - Real Estate,TARC
EKI Energy Services Ltd.,Miscellaneous,543284
Suumaya Corporation Ltd.,Trading,543274
Jetmall Spices and Masala Ltd.,Consumer Food,543286
India Pesticides Ltd.,Pesticides &amp; Agrochemicals,IPL
Adjia Technologies Ltd.,Miscellaneous,543269
DRC Systems India Ltd.,IT - Software,DRCSYSTEMS
Jubilant Ingrevia Ltd.,Pharmaceuticals &amp; Drugs,JUBLINGREA
Paras Defence And Space Technologies Ltd.,Defence,PARAS
SBL Infratech Ltd.,Construction - Real Estate,543366
Walpar Nutritions Ltd.,Pharmaceuticals &amp; Drugs,WALPAR
Niks Technology Ltd.,IT - Software,543282
Siddhika Coatings Ltd.,Trading,SIDDHIKA
V-Marc India Ltd.,Cable,VMARCIND
Shri Venkatesh Refineries Ltd.,Solvent  Extraction,543373
